Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
DOLE	VULAINES	250,77	18,8	30,2	48,1	66,3	11,4
DOLE	VULCANIA BROMONT	659,93	69,8	106,4	170	226,3	39,4
DORDIVES	Système Ouvert	61,53	5,3	8	12,9	17,9	3,3
DORMANS	AMBERIEU	495,15	43,8	64,3	107,4	147,6	26
DORMANS	ARLAY	393,66	35	54	87,1	118,2	20,7
DORMANS	AUXERRE NORD	298,08	26,4	40,2	63,8	86,8	15,5
DORMANS	AUXERRE SUD	309,78	26,4	40,2	63,8	86,8	15,5
DORMANS	AVALLON	353,88	30,6	46,7	73,1	99,5	18,1
DORMANS	BALAN	519,18	44,5	65,8	109,8	151	26,8
DORMANS	BAUME-LES-DAMES	433,66	38,7	59,2	94,8	130,1	23,2
DORMANS	BEAUNE NORD	364,06	32,7	49,3	78,8	107,5	19,3
DORMANS	BEAUNE SUD	362,91	32,6	49,3	78,8	107,5	19,3
DORMANS	BEAUPONT	437,36	38,5	58,3	94,1	129,6	23
DORMANS	BEAUREPAIRE	409,06	36,8	55,5	90,2	123,3	21,5
DORMANS	BELLEVILLE S/SAONE	468,61	41,2	62,2	98,5	134,8	24,2
DORMANS	BERSAILLIN	388,86	34,9	52,9	85	117	20,7
DORMANS	BESANCON EST	414,58	36,9	56,2	89,8	123,2	21,7
DORMANS	BESANCON NORD	399,96	36,6	54,9	88,2	120,9	21,3
DORMANS	BESANCON OUEST	390,56	35,6	54,6	87,2	119	21,1
DORMANS	BEYNOST	533,34	47,1	69,5	115,2	158,8	28,1
DORMANS	BIERRE-LES-SEMUR	379,78	32	49	77	104,7	19,1
DORMANS	BOURG NORD	467,37	41	59,4	98,2	135,1	24,4
DORMANS	BOURG SUD	473,38	41,3	59,8	101,9	139,8	24,5
DORMANS	BULGNEVILLE	309,76	27,9	42,1	67,4	92	16,4
DORMANS	CHALON NORD	385,01	34,8	52,6	83,2	113,5	20,5
DORMANS	CHALON SUD	391,21	34,8	52,6	83,2	113,9	20,5
DORMANS	CHATENOIS	319,91	28,1	42,6	68,6	93,4	16,9
DORMANS	CHATILLON-LABORDE	275,49	24,1	36,3	56,5	76,2	14,3
DORMANS	CHAUMONT-SEMOUTIERS	227,38	19,9	30,2	47,6	64,3	12,1
DORMANS	CHOISEY	355,77	32,4	48,9	78,2	107	18,9
DORMANS	CLERMONT-BARRIERE	670,89	73,2	110,3	178,5	236,1	41
DORMANS	COLOMBEY-LES-BELLES	348,61	30,7	46,4	74,2	101,4	18
DORMANS	COMBRONDE	633,67	68,9	103,3	168	221,4	38,6
DORMANS	COURTENAY	257,81	23,1	34,5	55,1	73,4	13,6
DORMANS	DIJON SUD	363,41	31,6	48,3	77,8	105,3	18,7
DORMANS	DIJON-ARC S/TILLE	313,25	28	42,2	67,5	92,3	16,7
DORMANS	DIJON-CRIMOLOIS	328,26	29,6	44,6	71,4	97,1	17,5
DORMANS	DOLE	357,96	32,3	48,9	78,2	107	18,9
DORMANS	FEILLENS	444,59	38,7	59,5	94,4	129,1	23,3
DORMANS	FLEURY-EN-BIERE	324,24	28	42,5	68	92,1	16,7
DORMANS	FONTAINEBLEAU	298,81	25,5	39,3	62,8	84,8	15,3
DORMANS	FORET DE TRONCAIS	552,06	61,9	93,5	151,3	198,5	34,8
DORMANS	FORGES	258,22	22,1	33,4	52,3	70	13
DORMANS	GANNAT	631,68	68,7	103,2	167,1	220,8	38,5
DORMANS	GENDREY	374,54	33,7	51,2	82,5	112,9	20
DORMANS	GERZAT-VILLE	652,53	70,1	106	170,7	224,5	39,6
DORMANS	GROISSIAT	524,41	46,8	69,5	117,6	161,7	28,1
DORMANS	GYE	362,22	32,2	48,9	78,4	107	18,9
DORMANS	JOIGNY	272,28	23,9	36	57,1	77,9	14,2
DORMANS	L ISLE-S/LE-DOUBS	450,96	39,8	61,1	98,1	133,2	23,7
DORMANS	LA BOISSE	544,99	48,7	71,9	120,6	163,7	28,8
DORMANS	LA BOISSE - MONTLUEL	523,46	46	68,1	111,7	153,1	27,8
DORMANS	LA COTIERE	529,42	46,7	68,8	117,1	159,6	28,1
DORMANS	LA CROIX-CHALON	509,81	45,6	66,3	114,4	156	27,2
DORMANS	LANGRES NORD	253,71	23,3	34,9	55,7	75,8	13,8
DORMANS	LANGRES SUD	260,36	23,8	36,1	57,9	78,6	14,2
DORMANS	LE MIROIR	424,2	37,6	57	91,7	125,7	22,1
DORMANS	LES EPRUNES	299,09	25,9	39,3	61,7	83,5	15,3
DORMANS	MACON CENTRE	447,32	38,7	59,5	94,7	129	23,2
DORMANS	MACON NORD	437,01	38,9	59,2	92,8	126,7	23,1
DORMANS	MACON SUD	447,34	39,6	60,2	95,2	130,1	23,5
DORMANS	MAGNANT	176,54	16,6	24,6	38,8	51,9	9,6
DORMANS	MAROLLES-SUR-SEINE	250,7	22,1	33,4	52,3	70	13
DORMANS	MONTIGNY-LE-ROI	273,81	24,9	37	60,2	82,1	14,6
DORMANS	MONTLUCON	576,99	64,2	96,7	156,1	205,6	35,9
DORMANS	MONTMARAULT	589,59	65,5	98,7	160,2	211	36,6
DORMANS	NEMOURS	295,86	25,5	39,3	62,8	84,8	15,3
DORMANS	NITRY	334,58	28,7	43,7	68,9	93,3	17
DORMANS	NUITS-ST-GEORGES	345,91	30,5	45,8	73,7	100,6	17,7
DORMANS	PEROUGES	512,61	44,5	65,8	109,8	151	26,8
DORMANS	PONT D AIN	487,79	42,1	62,2	107	144,7	25,4
DORMANS	POUILLY-EN-AUXOIS	400,71	35,3	53,3	84,6	115,3	20,8
DORMANS	REPLONGES	447,86	38,7	59,5	94,4	129,1	23,3
DORMANS	RIOM	646,51	70	105,9	170,4	224,4	39,4
DORMANS	ROBECOURT	295,77	26,3	40	64,1	87,5	15,5
DORMANS	SAINT GENIS	478,98	41,2	60,9	101,1	137,7	24,5
DORMANS	SAINT MAURICE	490,96	43,2	66,1	105,4	144,2	25,8
DORMANS	SAINT THIBAULT	158,49	15,1	22,3	35,2	47	8,7
DORMANS	SEURRE	368,86	32,8	49,8	79,8	109,6	19,4
DORMANS	SOIRANS	336,96	31	46,4	74,8	102,1	18,2
DORMANS	ST AMAND-MONTROND	522,86	59,8	90	145,5	190,7	33,3
DORMANS	ST MARTIN-DU-FRESNE	504,52	45,3	64,7	112,2	153,8	27,1
DORMANS	ST-DENIS-LES-SENS	230,35	20,9	31,4	50,7	68,4	12,6
DORMANS	ST-GERMAIN-LAXIS	282,75	24,1	36,3	56,5	76,2	14,3
DORMANS	SYLANS	514,09	46	68,6	113,7	156,3	27,6
DORMANS	THENNELIERES	146,39	13,7	20,3	32,4	43	8,1
DORMANS	TIL CHATEL	290,41	26,4	39,1	63,9	87,4	15,4
DORMANS	TORVILLIERS	174,57	16,5	24,3	38,6	51,7	9,6
DORMANS	TOURNUS	411,51	36,6	55,2	87,2	118,9	21,5
DORMANS	URY	307,69	26,2	40	63,7	86,8	15,5
DORMANS	VAL DE SAONE	497,41	43,6	63,9	108,9	149	26,1
DORMANS	VILLE SOUS LAFERTE	204,21	18,5	28	43,7	58,8	11,1
DORMANS	VILLEFRANCHE-LIMAS	513,31	45,4	68,5	109	148,5	27
DORMANS	VILLEFRANCHE-NORD	477,56	42	63,3	101,3	138,8	24,9
DORMANS	VILLEFRANCHE-VILLE	482,86	42,6	64,7	102	139,4	25,1
DORMANS	VILLENEUVE-DONDAGRE	243,36	21,9	32,9	53	71,7	13
DORMANS	VIRIAT	462,98	40,6	59,2	99	135,9	24,1
DORMANS	VULAINES	201,61	18,1	27,1	42,7	57,3	10,8
EGLETONS	AMBERIEU	844,12	87,1	133	208,9	281,4	50
EGLETONS	ARLAY	784,63	82,1	125,6	198,9	266,8	46,8
EGLETONS	AUXERRE NORD	542,13	62,8	95,1	149,8	199,8	35
EGLETONS	AUXERRE SUD	553,83	62,8	95,1	149,8	199,8	35
EGLETONS	AVALLON	597,93	66,3	100,8	159,4	213,4	37,7
EGLETONS	BALAN	868,15	88	134,6	211,3	284,4	50,6
EGLETONS	BAUME-LES-DAMES	824,63	84,9	129,9	204,5	275,7	48,8
EGLETONS	BEAUNE NORD	689,58	73,8	112,7	177,5	237,5	42
EGLETONS	BEAUNE SUD	695,33	74,9	114,1	179,7	241,1	42,6
EGLETONS	BEAUPONT	828,33	85,1	130,2	205,9	276,9	48,9
EGLETONS	BEAUREPAIRE	800,03	83,2	127,2	200,8	270,8	47,5
EGLETONS	BELLEVILLE S/SAONE	801,03	83,3	127,1	199,5	268,6	47,5
EGLETONS	BERSAILLIN	780,04	81,9	124,5	197,6	265,4	46,7
EGLETONS	BESANCON EST	805,55	82,3	126,6	199,7	269,3	47,3
EGLETONS	BESANCON NORD	790,93	82,3	125,6	198,3	266,7	46,9
EGLETONS	BESANCON OUEST	781,53	82,3	125,2	197,8	265,7	46,8
EGLETONS	BEYNOST	882,31	90,2	138,2	216,7	292,3	52,1
EGLETONS	BIERRE-LES-SEMUR	623,83	68,1	103,2	163,4	218,9	38,5
EGLETONS	BOURG NORD	801,92	83,5	127,5	199,7	269,3	47,9
EGLETONS	BOURG SUD	822,35	84,6	129,6	203,4	273,8	48,9
EGLETONS	BULGNEVILLE	755,38	77,7	118,1	185,7	250,4	44
EGLETONS	CHALON NORD	717,43	77,1	117,5	184,1	247,5	43,8
EGLETONS	CHALON SUD	723,63	77,1	117,5	184,1	247,8	43,8
EGLETONS	CHATENOIS	765,53	78	118,8	187,1	252,1	44,5
EGLETONS	CHATILLON-LABORDE	578,75	65,6	99,6	156,6	209,7	37,1
EGLETONS	CHAUMONT-SEMOUTIERS	673	71,3	108,4	171,3	230,1	40,3
EGLETONS	CHOISEY	746,74	79,1	120,6	190,1	255,6	45
EGLETONS	CLERMONT-BARRIERE	152,48	14,9	22,4	32,4	46,4	8,7
EGLETONS	COLOMBEY-LES-BELLES	794,23	80,5	122,3	192,8	260,6	45,6
EGLETONS	COMBRONDE	120,75	12,7	19,1	27,4	39,8	7,5
EGLETONS	COURTENAY	499,82	58,7	88,9	140,3	186,7	32,8
EGLETONS	DIJON SUD	725,23	77,3	117,9	185,3	248,9	43,9
EGLETONS	DIJON-ARC S/TILLE	740,39	78,7	120,1	188,7	253,5	44,8
EGLETONS	DIJON-CRIMOLOIS	772,73	77,9	118,5	187,5	251,2	44,5
EGLETONS	DOLE	748,93	79,1	120,6	190,1	255,6	45
EGLETONS	FEILLENS	777,01	81,1	124,4	195,6	263,3	46,6
EGLETONS	FLEURY-EN-BIERE	566,25	64,1	97,5	153,3	204,4	36
EGLETONS	FONTAINEBLEAU	540,82	61,9	93,7	148	196,7	34,5
EGLETONS	FORET DE TRONCAIS	202,36	18,7	28,6	42,2	60,6	11,2
EGLETONS	FORGES	561,48	63,4	95,9	151	202	35,3
EGLETONS	GANNAT	142,2	14,6	22	31,7	45,8	8,4
EGLETONS	GENDREY	765,51	80,1	122,3	193,2	260,3	45,9
EGLETONS	GERZAT-VILLE	134,11	13,7	20,8	30	43,4	8
EGLETONS	GROISSIAT	873,38	90,6	138,7	218,5	294,6	52,3
EGLETONS	GYE	807,84	82,5	125,1	196,7	265,3	46,7
EGLETONS	JOIGNY	516,33	60,1	91	143,4	191	33,6
EGLETONS	L ISLE-S/LE-DOUBS	841,93	86,2	131,8	207,5	279,7	49,4
EGLETONS	LA BOISSE	893,96	91,5	140,2	220,3	297,1	52,9
EGLETONS	LA BOISSE - MONTLUEL	872,43	89,5	136,5	212,4	285,9	51,5
EGLETONS	LA COTIERE	878,39	90,1	137,5	216,1	289,8	52
EGLETONS	LA CROIX-CHALON	858,78	89	136,3	214,8	289,6	51,3
EGLETONS	LANGRES NORD	699,33	73,3	110,9	174	234,5	41,4
EGLETONS	LANGRES SUD	705,98	73,9	112,2	176,3	236,9	42
EGLETONS	LE MIROIR	815,17	84,2	128,5	203	272,9	48,3
EGLETONS	LES EPRUNES	602,35	66,6	101,5	160,1	214,7	37,9
EGLETONS	MACON NORD	769,43	81	123,7	193,8	260,8	46,2
EGLETONS	MACON SUD	779,76	81,8	125	196	263,6	46,7
EGLETONS	MAGNANT	622,16	68,4	103,8	163,3	219,5	38,5
EGLETONS	MAROLLES-SUR-SEINE	553,96	63,4	95,9	151	202	35,3
EGLETONS	MONTIGNY-LE-ROI	719,43	74,8	113,2	178,5	240,5	42,4
EGLETONS	MONTLUCON	198,25	18,4	28,4	42,1	60,7	11,1
EGLETONS	MONTMARAULT	164,83	16,4	24,6	35,9	51,8	9,5
EGLETONS	NEMOURS	537,87	61,9	93,7	148	196,7	34,5
EGLETONS	NITRY	578,63	64,5	98	154,5	207,2	36,3
EGLETONS	NUITS-ST-GEORGES	707,73	75,6	115,5	182,1	244,3	43,1
EGLETONS	PEROUGES	861,58	88	134,6	211,3	284,4	50,6
EGLETONS	PONT D AIN	836,76	85,7	131,6	207,4	279	49,5
EGLETONS	POUILLY-EN-AUXOIS	652,93	71,4	108,9	171,2	230,4	40,3
EGLETONS	REPLONGES	780,28	81,1	124,4	195,6	263,3	46,6
EGLETONS	RIOM	128,09	13,2	20	28,8	41,7	7,7
EGLETONS	ROBECOURT	741,39	76,2	116,2	182,7	246,1	43,4
EGLETONS	SAINT GENIS	869,95	85,2	130,2	203,1	273,1	48,7
EGLETONS	SAINT MAURICE	881,93	90,3	138,1	218,5	295,2	52,1
EGLETONS	SAINT THIBAULT	595,93	66,1	100,3	158,6	212,5	37,5
EGLETONS	SEURRE	719,23	76,8	117,2	184	247,6	43,7
EGLETONS	SOIRANS	746,98	78,3	119,9	188,7	252,3	44,9
EGLETONS	ST AMAND-MONTROND	231,56	21,3	32,2	48,3	68,8	12,7
EGLETONS	ST MARTIN-DU-FRESNE	853,49	88,8	136,2	213,3	288	51,3
EGLETONS	ST-DENIS-LES-SENS	524,07	60,7	92,2	145	192,9	34
EGLETONS	ST-GERMAIN-LAXIS	586,01	65,6	99,6	156,6	209,7	37,1
EGLETONS	SYLANS	863,06	89,4	137,1	214,9	289,9	51,6
EGLETONS	THENNELIERES	608,03	67,2	102,1	160	214,3	38,1
EGLETONS	TIL CHATEL	736,03	76,1	115,2	182,5	245,8	43,2
EGLETONS	TORVILLIERS	579,85	65,6	99,6	156,9	210	37,1
EGLETONS	TOURNUS	743,93	78,5	119,8	188,2	252,6	44,8
EGLETONS	URY	549,7	62,6	94,7	149,3	198,6	35
EGLETONS	VAL DE SAONE	888,38	87,4	132,3	209,4	282	49,8
EGLETONS	VILLE SOUS LAFERTE	649,83	69,8	106,1	167,8	225	39,4
EGLETONS	VILLEFRANCHE-LIMAS	845,73	87,7	133,7	209,8	282,7	50
EGLETONS	VILLEFRANCHE-NORD	809,98	84,2	127,9	202,5	272,3	48,4
EGLETONS	VILLEFRANCHE-VILLE	815,28	84,7	129,4	203,2	273,3	48,6
EGLETONS	VILLENEUVE-DONDAGRE	511,06	59,6	90,4	142,4	189,8	33,4
EGLETONS	VIRIAT	811,95	83,6	127,6	200,3	270,2	48,4
EGLETONS	VULAINES	552,81	63,6	95,9	151	201,9	35,4
ELOISE	AMBERIEU	66,11	8,6	13,8	21,6	29,5	5,3
ELOISE	ARLAY	145,88	16,4	26	41,3	56,2	9,9
ELOISE	AUXERRE NORD	346,38	32,3	50,5	79,1	106,9	19,8
ELOISE	AUXERRE SUD	334,68	32,3	50,5	79,1	106,9	19,8
ELOISE	AVALLON	290,58	27,5	43,1	67,9	91,7	17
ELOISE	BALAN	90,14	10,3	16,7	25,5	34,7	6,5
ELOISE	BAUME-LES-DAMES	276,08	26,5	41,5	65,2	90	15,9
ELOISE	BEAUNE NORD	198,93	20,2	31,8	49,7	67,7	12,4
ELOISE	BEAUNE SUD	193,18	19,5	31	48,8	66,1	11,8
ELOISE	BEAUPONT	102,18	12,6	20,1	31,2	42,4	7,7
ELOISE	BEAUREPAIRE	130,48	15,1	23,8	37,4	51,3	9,1
ELOISE	BERSAILLIN	159,88	17,5	27,3	43	58,9	10,6
ELOISE	BESANCON EST	257	24,6	38,3	60,5	83,7	14,8
ELOISE	BESANCON NORD	242,38	24,5	37,9	60	82,6	14,7
ELOISE	BESANCON OUEST	232,98	24	37,6	59,1	81,5	14,4
ELOISE	BEYNOST	104,3	12,7	20	31,5	42,6	7,7
ELOISE	BIERRE-LES-SEMUR	264,68	25,1	39,5	62	84,7	15,4
ELOISE	BOURG NORD	86,59	10,4	16,7	26,5	36,3	6,6
ELOISE	BOURG SUD	66,16	8,7	13,8	21,6	29,7	5,3
ELOISE	BULGNEVILLE	354,88	32,4	48,1	82	112,4	19,4
ELOISE	CHALON NORD	171,08	17,9	28	43,9	60,2	10,8
ELOISE	CHALON SUD	164,88	17,9	28	43,9	60,2	10,8
ELOISE	CHATENOIS	365,03	32,5	48,5	83,4	115,7	19,8
ELOISE	CHATILLON-LABORDE	468,79	42,1	65,9	103,8	142,5	25,8
ELOISE	CHAUMONT-SEMOUTIERS	312,16	30,1	43,7	76,7	105,8	18,2
ELOISE	CHOISEY	183,77	20,2	31,3	49	67,5	12,2
ELOISE	CLERMONT-BARRIERE	804,98	86,1	132	211,1	282,9	49,3
ELOISE	COLOMBEY-LES-BELLES	393,73	35,5	52,4	90	122	21,4
ELOISE	COMBRONDE	767,76	81,8	125	200,6	268,2	46,9
ELOISE	COURTENAY	389,11	36,5	56,9	88,6	120	22,1
ELOISE	DIJON SUD	227,68	22	35,4	55,4	74,8	13,6
ELOISE	DIJON-ARC S/TILLE	226,29	22,7	33	59	80,1	13,7
ELOISE	DIJON-CRIMOLOIS	224,18	22,4	34,8	56	77,2	13,6
ELOISE	DOLE	200,38	20,2	31,3	49	67,5	12,2
ELOISE	FEILLENS	111,5	12,7	20,4	32	43,8	7,8
ELOISE	FLEURY-EN-BIERE	455,54	42,8	67,3	105,5	143,8	26
ELOISE	FONTAINEBLEAU	430,11	39	60,9	96,1	129,8	23,5
ELOISE	FORET DE TRONCAIS	686,15	74,8	115,2	183,9	245,3	43,1
ELOISE	FORGES	451,52	39,7	62,3	98,5	134,2	24,1
ELOISE	GANNAT	765,77	81,6	124,9	199,7	267,6	46,8
ELOISE	GENDREY	216,96	21,7	33,8	52,8	73,7	12,8
ELOISE	GERZAT-VILLE	786,62	83	127,7	203,3	271,3	47,9
ELOISE	GROISSIAT	56,27	7,5	11,9	18,7	25,4	4,6
ELOISE	GYE	407,34	36,5	54,4	92,7	127,2	21,9
ELOISE	JOIGNY	372,18	33,4	52,8	83,9	116,1	20,4
ELOISE	L ISLE-S/LE-DOUBS	293,38	28,1	44,1	69,2	94,7	17,1
ELOISE	LA BOISSE	115,95	14	22,2	34,6	47,6	8,5
ELOISE	LA BOISSE - MONTLUEL	94,42	11,4	17,1	27,5	38	7,1
ELOISE	LA COTIERE	100,38	12,4	19,4	30	41,5	7,6
ELOISE	LA CROIX-CHALON	41,67	5,7	9,3	14,4	19,7	3,6
ELOISE	LANGRES NORD	298,83	28,1	41,8	72	99,4	17,2
ELOISE	LANGRES SUD	279,18	27	39,4	68	93,3	16,2
ELOISE	LE MIROIR	115,34	13,4	21,2	33,4	45,9	8,2
ELOISE	LES EPRUNES	492,39	43,5	68,3	107,5	149,2	26,7
ELOISE	MACON CENTRE	114,23	12,7	20,4	32	43,8	7,8
ELOISE	MACON NORD	119,08	13,1	22	34,3	46,2	8,4
ELOISE	MAGNANT	363	33,5	49,8	85,8	115,8	20,5
ELOISE	MAROLLES-SUR-SEINE	444	39,7	62,3	98,5	134,2	24,1
ELOISE	MONTIGNY-LE-ROI	318,93	29,1	43,4	75,5	104,1	17,8
ELOISE	MONTLUCON	711,08	77,1	118,4	188,7	252,4	44,2
ELOISE	MONTMARAULT	723,68	78,4	120,4	192,8	257,8	44,9
ELOISE	NEMOURS	427,16	39	60,9	96,1	129,8	23,5
ELOISE	NITRY	309,88	28,7	45,2	71,2	96,4	17,7
ELOISE	NUITS-ST-GEORGES	210,18	20,9	33,2	52,2	71,8	12,8
ELOISE	PEROUGES	83,57	10,3	16,7	25,5	34,7	6,5
ELOISE	PONT D AIN	58,75	7,8	12,4	19,3	26,4	4,8
ELOISE	POUILLY-EN-AUXOIS	235,58	22,6	35,6	55,7	75,5	13,8
ELOISE	REPLONGES	108,23	12,7	20,4	32	43,8	7,8
ELOISE	RIOM	780,6	82,9	127,6	203	271,2	47,7
ELOISE	ROBECOURT	340,89	30,7	45,5	79	108,8	18,5
ELOISE	SAINT GENIS	98,2	10,8	17,1	26,5	36,5	6,8
ELOISE	SAINT MAURICE	333,38	32,4	50,6	79,9	110,9	19,3
ELOISE	SAINT THIBAULT	389,23	36,7	54,3	93	126,4	22,1
ELOISE	SEURRE	211,28	21,1	33	52,3	71,6	12,6
ELOISE	SOIRANS	202,58	21,2	33,1	52,4	71	12,9
ELOISE	ST AMAND-MONTROND	656,95	72,7	111,7	178,1	237,5	41,6
ELOISE	ST MARTIN-DU-FRESNE	35,02	5	8,2	12,6	17,2	3
ELOISE	ST-DENIS-LES-SENS	414,11	37,6	58,9	93	126,2	21,9
ELOISE	ST-GERMAIN-LAXIS	476,05	42,1	65,9	103,8	142,5	25,8
ELOISE	SYLANS	25,45	3,8	6,2	9,7	13,1	2,4
ELOISE	THENNELIERES	393,15	36,7	54,5	93,3	129,6	22
ELOISE	TIL CHATEL	249,13	24,5	35,8	62,3	85,1	14,7
ELOISE	TORVILLIERS	405,31	36,7	54,4	93,3	126,5	22,1
ELOISE	TOURNUS	144,58	15,8	25,1	39	52,7	9,4
ELOISE	URY	438,99	39	60,9	96,1	129,9	23,5
ELOISE	VAL DE SAONE	116,63	13,9	22,2	34,7	47,6	8,5
ELOISE	VILLE SOUS LAFERTE	335,33	31,6	46,9	80,2	110,5	19,1
ELOISE	VILLENEUVE-DONDAGRE	401,1	36	56,9	89,7	123,8	21,9
ELOISE	VIRIAT	76,56	9,8	15,7	24,4	33,6	6
ELOISE	VULAINES	432,35	38	57,3	97,4	133,5	22,9
ESCRENNES	AMBERIEU	416,21	40,1	62,4	100,2	132,8	23,2
ESCRENNES	ARLAY	356,72	35,1	55	90,2	118,2	20
ESCRENNES	AUXERRE NORD	114,22	15,8	24,5	41,1	51,2	8,2
ESCRENNES	AUXERRE SUD	125,92	15,8	24,5	41,1	51,2	8,2
ESCRENNES	AVALLON	170,02	19,3	30,2	50,7	64,8	10,9
ESCRENNES	BALAN	440,24	41	64	102,6	135,8	23,8
ESCRENNES	BAUME-LES-DAMES	396,72	37,9	59,3	95,8	127,1	22
ESCRENNES	BEAUNE NORD	261,67	26,8	42,1	68,8	88,9	15,2
ESCRENNES	BEAUNE SUD	267,42	27,9	43,5	71	92,5	15,8
ESCRENNES	BEAUPONT	400,42	38,1	59,6	97,2	128,3	22,1
ESCRENNES	BEAUREPAIRE	372,12	36,2	56,6	92,1	122,2	20,7
ESCRENNES	BELLEVILLE S/SAONE	373,12	36,3	56,5	90,8	120	20,7
ESCRENNES	BERSAILLIN	352,13	34,9	53,9	88,9	116,8	19,9
ESCRENNES	BESANCON EST	377,64	35,3	56	91	120,7	20,5
ESCRENNES	BESANCON NORD	363,02	35,3	55	89,6	118,1	20,1
ESCRENNES	BESANCON OUEST	353,62	35,3	54,6	89,1	117,1	20
ESCRENNES	BEYNOST	454,4	43,2	67,6	108	143,7	25,3
ESCRENNES	BIERRE-LES-SEMUR	195,92	21,1	32,6	54,7	70,3	11,7
ESCRENNES	BOURG NORD	374,01	36,5	56,9	91	120,7	21,1
ESCRENNES	BOURG SUD	394,44	37,6	59	94,7	125,2	22,1
ESCRENNES	BULGNEVILLE	327,47	30,7	47,5	77	101,8	17,2
ESCRENNES	CHALON NORD	289,52	30,1	46,9	75,4	98,9	17
ESCRENNES	CHALON SUD	295,72	30,1	46,9	75,4	99,2	17
ESCRENNES	CHATENOIS	337,62	31	48,2	78,4	103,5	17,7
ESCRENNES	CHATILLON-LABORDE	150,84	18,6	29	47,9	61,1	10,3
ESCRENNES	CHAUMONT-SEMOUTIERS	245,09	24,3	37,8	62,6	81,5	13,5
ESCRENNES	CHOISEY	318,83	32,1	50	81,4	107	18,2
ESCRENNES	CLERMONT-BARRIERE	344,38	36	55,4	87,4	116,2	20,4
ESCRENNES	COLOMBEY-LES-BELLES	366,32	33,5	51,7	84,1	112	18,8
ESCRENNES	COMBRONDE	307,16	31,7	48,4	76,9	101,5	18
ESCRENNES	COURTENAY	71,91	11,7	18,3	31,6	38,1	6
ESCRENNES	DIJON SUD	297,32	30,3	47,3	76,6	100,3	17,1
ESCRENNES	DIJON-ARC S/TILLE	312,48	31,7	49,5	80	104,9	18
ESCRENNES	DIJON-CRIMOLOIS	344,82	30,9	47,9	78,8	102,6	17,7
ESCRENNES	DOLE	321,02	32,1	50	81,4	107	18,2
ESCRENNES	FEILLENS	349,1	34,1	53,8	86,9	114,7	19,8
ESCRENNES	FLEURY-EN-BIERE	138,34	17,1	26,9	44,6	55,8	9,2
ESCRENNES	FONTAINEBLEAU	112,91	14,9	23,1	39,3	48,1	7,7
ESCRENNES	FORET DE TRONCAIS	225,55	24,7	38,6	60,2	78,6	14,2
ESCRENNES	FORGES	133,57	16,4	25,3	42,3	53,4	8,5
ESCRENNES	GANNAT	305,17	31,5	48,3	76	100,9	17,9
ESCRENNES	GENDREY	337,6	33,1	51,7	84,5	111,7	19,1
ESCRENNES	GERZAT-VILLE	326,02	32,9	51,1	79,6	104,6	19
ESCRENNES	GROISSIAT	445,47	43,6	68,1	109,8	146	25,5
ESCRENNES	GYE	379,93	35,5	54,5	88	116,7	19,9
ESCRENNES	JOIGNY	88,42	13,1	20,4	34,7	42,4	6,8
ESCRENNES	L ISLE-S/LE-DOUBS	414,02	39,2	61,2	98,8	131,1	22,6
ESCRENNES	LA BOISSE	466,05	44,5	69,6	111,6	148,5	26,1
ESCRENNES	LA BOISSE - MONTLUEL	444,52	42,5	65,9	103,7	137,3	24,7
ESCRENNES	LA COTIERE	450,48	43,1	66,9	107,4	141,2	25,2
ESCRENNES	LA CROIX-CHALON	430,87	42	65,7	106,1	141	24,5
ESCRENNES	LANGRES NORD	271,42	26,3	40,3	65,3	85,9	14,6
ESCRENNES	LANGRES SUD	278,07	26,9	41,6	67,6	88,3	15,2
ESCRENNES	LE MIROIR	387,26	37,2	57,9	94,3	124,3	21,5
ESCRENNES	LES EPRUNES	174,44	19,6	30,9	51,4	66,1	11,1
ESCRENNES	MACON NORD	341,52	34	53,1	85,1	112,2	19,4
ESCRENNES	MACON SUD	351,85	34,8	54,4	87,3	115	19,9
ESCRENNES	MAGNANT	194,25	21,4	33,2	54,6	70,9	11,7
ESCRENNES	MAROLLES-SUR-SEINE	126,05	16,4	25,3	42,3	53,4	8,5
ESCRENNES	MONTIGNY-LE-ROI	291,52	27,8	42,6	69,8	91,9	15,6
ESCRENNES	MONTLUCON	250,48	27	41,8	65	85,7	15,3
ESCRENNES	MONTMARAULT	263,08	28,3	43,8	69,1	91,1	16
ESCRENNES	NEMOURS	109,96	14,9	23,1	39,3	48,1	7,7
ESCRENNES	NITRY	150,72	17,5	27,4	45,8	58,6	9,5
ESCRENNES	NUITS-ST-GEORGES	279,82	28,6	44,9	73,4	95,7	16,3
ESCRENNES	PEROUGES	433,67	41	64	102,6	135,8	23,8
ESCRENNES	PONT D AIN	408,85	38,7	61	98,7	130,4	22,7
ESCRENNES	POUILLY-EN-AUXOIS	225,02	24,4	38,3	62,5	81,8	13,5
ESCRENNES	REPLONGES	352,37	34,1	53,8	86,9	114,7	19,8
ESCRENNES	RIOM	320	32,8	51	79,3	104,5	18,8
ESCRENNES	ROBECOURT	313,48	29,2	45,6	74	97,5	16,6
ESCRENNES	SAINT GENIS	442,04	38,2	59,6	94,4	124,5	21,9
