Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A19	7	ESCRENNES	A6	31.1	VILLEFRANCHE NORD	37,2	57,3	93,8	123,7	21,6
A19	7	ESCRENNES	A6	-	VILLEFRANCHE-LIMAS	40,7	63,1	101,1	134,1	23,2
A19	7	ESCRENNES	A6	31.2	VILLEFRANCHE-VILLE	37,7	58,8	94,5	124,7	21,8
A19	7	ESCRENNES	A19	2	VILLENEUVE-DONDAGRE	12,6	19,8	33,7	41,2	6,6
A19	7	ESCRENNES	A40	6	VIRIAT	36,6	57	91,6	121,6	21,6
A19	7	ESCRENNES	A40	-	VIRY	51,3	81,2	129,4	172,4	30,3
A19	7	ESCRENNES	A4	30	VOIE SACREE	34,4	53,7	86	112,4	20
A19	7	ESCRENNES	A5	19	VULAINES	16,6	25,3	42,3	53,3	8,6
A19	7	ESCRENNES	A89	26	VULCANIA-BROMONT	35,1	54,4	84,1	111,8	20,2
A19	5	FONTENAY SUR LOING	A10	11	ALLAINVILLE	16,2	26,1	45,3	53,7	8,6
A19	5	FONTENAY SUR LOING	A42	8	AMBERIEU EN BUGEY	33,5	51	78,9	107,7	19,5
A19	5	FONTENAY SUR LOING	A39	7.1	ARLAY	28,5	43,6	68,9	93,1	16,3
A19	5	FONTENAY SUR LOING	A10	13	ARTENAY	12,7	20	34,3	42,6	6,5
A19	5	FONTENAY SUR LOING	A6	19	AUXERRE NORD	9,2	13,1	19,8	26,1	4,5
A19	5	FONTENAY SUR LOING	A6	20	AUXERRE SUD	9,2	13,1	19,8	26,1	4,5
A19	5	FONTENAY SUR LOING	A19	6	AUXY	3,2	4,8	6,7	8,2	1,6
A19	5	FONTENAY SUR LOING	A6	22	AVALLON	12,7	18,8	29,4	39,7	7,2
A19	5	FONTENAY SUR LOING	A42	6	BALAN	34,4	52,6	81,3	110,7	20,1
A19	5	FONTENAY SUR LOING	A4	-	BARRIERE DE MONTREUIL AUX LIONS	34,6	50,8	79,3	105,4	19,6
A19	5	FONTENAY SUR LOING	A36	5	BAUME-LES-DAMES	31,3	47,9	74,5	102	18,3
A19	5	FONTENAY SUR LOING	A4	-	BEAUMONT	34,8	52,1	81,8	108,2	20
A19	5	FONTENAY SUR LOING	A6	24	BEAUNE NORD	20,2	30,7	47,5	63,8	11,5
A19	5	FONTENAY SUR LOING	A6	24.1	BEAUNE SUD	21,3	32,1	49,7	67,4	12,1
A19	5	FONTENAY SUR LOING	A39	10	BEAUPONT	31,5	48,2	75,9	103,2	18,4
A19	5	FONTENAY SUR LOING	A39	8	BEAUREPAIRE	29,6	45,2	70,8	97,1	17
A19	5	FONTENAY SUR LOING	A40	10	BELLEGARDE	39,7	61,1	94,9	129,8	23,3
A19	5	FONTENAY SUR LOING	A6	30	BELLEVILLE SUR SAONE	29,7	45,1	69,5	94,9	17
A19	5	FONTENAY SUR LOING	A391	-	BERSAILLIN	28,3	42,5	67,6	91,7	16,2
A19	5	FONTENAY SUR LOING	A36	4.1	BESANCON EST	28,7	44,6	69,7	95,6	16,8
A19	5	FONTENAY SUR LOING	A36	4	BESANCON NORD	28,7	43,6	68,3	93	16,4
A19	5	FONTENAY SUR LOING	A36	3	BESANCON OUEST	28,7	43,2	67,8	92	16,3
A19	5	FONTENAY SUR LOING	A42	-	BEYNOST	36,6	56,2	86,7	118,6	21,6
A19	5	FONTENAY SUR LOING	A6	23	BIERRE-LES-SEMUR	14,5	21,2	33,4	45,2	8
A19	5	FONTENAY SUR LOING	A85	11	BLERE	29,5	46,3	75,9	94,6	16,1
A19	5	FONTENAY SUR LOING	A10	17	BLOIS	19,4	30,6	51,1	64	10,5
A19	5	FONTENAY SUR LOING	A40	5	BOURG NORD	29,9	45,5	69,7	95,6	17,4
A19	5	FONTENAY SUR LOING	A40	7	BOURG SUD	31	47,6	73,4	100,1	18,4
A19	5	FONTENAY SUR LOING	A71	7	BOURGES	25,8	41,1	67,8	85	14,4
A19	5	FONTENAY SUR LOING	A31	9	BULGNEVILLE	24,1	36,1	55,7	76,7	13,5
A19	5	FONTENAY SUR LOING	A6	25	CHALON NORD	23,5	35,5	54,1	73,8	13,3
A19	5	FONTENAY SUR LOING	A6	26	CHALON SUD	23,5	35,5	54,1	74,1	13,3
A19	5	FONTENAY SUR LOING	A4	27	CHALONS - LA VEUVE	22,3	33,5	53,9	70,2	12,6
A19	5	FONTENAY SUR LOING	A26	22	CHARMONT	15,5	23	35,9	48,6	8,5
A19	5	FONTENAY SUR LOING	A10	18	CHATEAU-RENAULT	22,3	34,9	56,8	72,5	12,5
A19	5	FONTENAY SUR LOING	A4	20	CHATEAU-THIERRY	30,3	44,9	70,3	94,9	17,2
A19	5	FONTENAY SUR LOING	A31	10	CHATENOIS	24,4	36,8	57,1	78,4	14
A19	5	FONTENAY SUR LOING	A5	16	CHATILLON-LABORDE	12	17,6	26,6	36	6,6
A19	5	FONTENAY SUR LOING	A5	24	CHAUMONT-SEMOUTIERS	17,7	26,4	41,3	56,4	9,8
A19	5	FONTENAY SUR LOING	A39	6	CHOISEY	25,5	38,6	60,1	81,9	14,5
A19	5	FONTENAY SUR LOING	A71	-	CLERMONT	42,6	66,6	108,6	141,3	24,1
A19	5	FONTENAY SUR LOING	A4	29.1	CLERMONT EN ARGONNE	26	39,3	61,4	82	15,3
A19	5	FONTENAY SUR LOING	A31	11	COLOMBEY-LES-BELLES	26,9	40,3	62,8	86,9	15,1
A19	5	FONTENAY SUR LOING	A71	12.1	COMBRONDE	38,3	59,6	98,1	126,6	21,7
A19	5	FONTENAY SUR LOING	A6	17	COURTENAY	5,1	6,9	10,3	13	2,3
A19	5	FONTENAY SUR LOING	A39	-	CRIMOLOIS	24,3	36,5	57,5	77,5	14
A19	5	FONTENAY SUR LOING	A311	-	DIJON SUD	23,7	35,9	55,3	75,2	13,4
A19	5	FONTENAY SUR LOING	A31	4	DIJON-ARC SUR TILLE	25,1	38,1	58,7	79,8	14,3
A19	5	FONTENAY SUR LOING	A36	2	DOLE	25,5	38,6	60,1	81,9	14,5
A19	5	FONTENAY SUR LOING	A4	21	DORMANS	28	41,5	65,3	87,3	15,9
A19	5	FONTENAY SUR LOING	A89	22	EGLETONS	51	79,8	125,4	166,2	29,5
A19	5	FONTENAY SUR LOING	A40	11	ELOISE / ANNECY	40,9	63,2	97,9	134,1	24,2
A19	5	FONTENAY SUR LOING	A4	23	EPERNAY	25,4	37,5	59,8	79,3	14,2
A19	5	FONTENAY SUR LOING	A19	7	ESCRENNES	5,7	8,9	16,9	19,5	3,1
A19	5	FONTENAY SUR LOING	A85	10	ESVRES	30,8	48,4	79,3	99,4	16,9
A19	5	FONTENAY SUR LOING	A40	2	FEILLENS	27,5	42,4	65,6	89,6	16,1
A19	5	FONTENAY SUR LOING	A6	-	FLEURY-EN-BIERE	10,5	15,5	23,3	30,7	5,5
A19	5	FONTENAY SUR LOING	A6	15	FONTAINEBLEAU	8,3	11,7	18	23	4
A19	5	FONTENAY SUR LOING	A71	9	FORET DE TRONCAIS	31,3	49,8	81,4	103,7	17,9
A19	5	FONTENAY SUR LOING	A5	17	FORGES	9,8	13,9	21	28,3	4,8
A19	5	FONTENAY SUR LOING	A4	32	FRESNES EN WOEVRE	30,1	45,8	71,9	95,6	17,7
A19	5	FONTENAY SUR LOING	A719	-	GANNAT	38,1	59,5	97,2	126	21,6
A19	5	FONTENAY SUR LOING	A36	2.1	GENDREY	26,5	40,3	63,2	86,6	15,4
A19	5	FONTENAY SUR LOING	A71	14	GERZAT	39,5	62,3	100,8	129,7	22,7
A19	5	FONTENAY SUR LOING	A19	-	GONDREVILLE LA FRANCHE NORD	0,9	1,2	2,2	2,9	0,4
A19	5	FONTENAY SUR LOING	A19	-	GONDREVILLE LA FRANCHE SUD	4,9	7,2	11,9	16,2	2,8
A19	5	FONTENAY SUR LOING	A404	-	GROISSIAT	37	56,7	88,5	120,9	21,8
A19	5	FONTENAY SUR LOING	A31	-	GYE	28,9	43,1	66,7	91,6	16,2
A19	5	FONTENAY SUR LOING	A10	12	JANVILLE (ALLAINES)	13,7	21,7	36,4	45,4	7,3
A19	5	FONTENAY SUR LOING	A4	33	JARNY	31,6	48,5	74,3	97,6	18,7
A19	5	FONTENAY SUR LOING	A6	18	JOIGNY	6,5	9	13,4	17,3	3,1
A19	5	FONTENAY SUR LOING	A36	6	L'ISLE-SUR-LE-DOUBS	32,6	49,8	77,5	106	18,9
A19	5	FONTENAY SUR LOING	A432	-	LA BOISSE	37,9	58,2	90,3	123,4	22,4
A19	5	FONTENAY SUR LOING	A42	5.1	LA BOISSE - MONTLUEL	35,9	54,5	82,4	112,2	21
A19	5	FONTENAY SUR LOING	A432	-	LA COTIERE	36,5	55,5	86,1	116,1	21,5
A19	5	FONTENAY SUR LOING	A404	9	LA CROIX-CHALON	35,4	54,3	84,8	115,9	20,8
A19	5	FONTENAY SUR LOING	A71	3	LAMOTTE BEUVRON	18,2	28,5	47,7	60,2	10
A19	5	FONTENAY SUR LOING	A31	7	LANGRES NORD	19,7	28,9	44	60,8	10,9
A19	5	FONTENAY SUR LOING	A31	6	LANGRES SUD	20,3	30,2	46,3	63,2	11,5
A19	5	FONTENAY SUR LOING	A39	9	LE MIROIR	30,6	46,5	73	99,2	17,8
A19	5	FONTENAY SUR LOING	A5	-	LES EPRUNES	13	19,5	30,1	41	7,4
A19	5	FONTENAY SUR LOING	A6	28	MACON NORD	27,4	41,7	63,8	87,1	15,7
A19	5	FONTENAY SUR LOING	A6	29	MACON SUD	28,2	43	66	89,9	16,2
A19	5	FONTENAY SUR LOING	A5	22	MAGNANT	14,8	21,8	33,3	45,8	8
A19	5	FONTENAY SUR LOING	A89	27	MANZAT	39,6	62,6	100,5	130,1	22,7
A19	5	FONTENAY SUR LOING	A5	18	MAROLLES-SUR-SEINE	9,8	13,9	21	28,3	4,8
A19	5	FONTENAY SUR LOING	A10	16	MER	18,1	27,6	45,9	57,7	9,8
A19	5	FONTENAY SUR LOING	A10	15	MEUNG	16	24,9	40,7	51,6	8,5
A19	5	FONTENAY SUR LOING	A26	18	MONT CHOISY	20,4	30,8	49,2	65,6	11,7
A19	5	FONTENAY SUR LOING	A31	8	MONTIGNY-LE-ROI	21,2	31,2	48,5	66,8	11,9
A19	5	FONTENAY SUR LOING	A71	10	MONTLUCON	33,6	53	86,2	110,8	19
A19	5	FONTENAY SUR LOING	A71	11	MONTMARAULT	34,9	55	90,3	116,2	19,7
A19	5	FONTENAY SUR LOING	A4	19	MONTREUIL AUX LIONS	32,6	47,8	74,6	98,8	18,3
A19	5	FONTENAY SUR LOING	A6	16	NEMOURS	8,3	11,7	18	23	4
A19	5	FONTENAY SUR LOING	A6	21	NITRY	10,9	16	24,5	33,5	5,8
A19	5	FONTENAY SUR LOING	A31	1	NUITS-SAINT-GEORGES	22	33,5	52,1	70,6	12,6
A19	5	FONTENAY SUR LOING	A71	2	OLIVET	14,9	23,4	39,3	48,2	8
A19	5	FONTENAY SUR LOING	A71	1	ORLEANS CENTRE	14,2	22,5	37,5	45,8	7,4
A19	5	FONTENAY SUR LOING	A10	14	ORLEANS NORD	13,4	21,1	35,5	44,1	7
A19	5	FONTENAY SUR LOING	A26	-	ORMES	26,6	39,6	62,5	83,7	14,7
A19	5	FONTENAY SUR LOING	A10	-	PARIS (LA FOLIE BESSIN)	20,6	31,2	55,3	68	11,4
A19	5	FONTENAY SUR LOING	A42	7	PEROUGES	34,4	52,6	81,3	110,7	20,1
A19	5	FONTENAY SUR LOING	A42	9	PONT D'AIN	32,1	49,6	77,4	105,3	19
A19	5	FONTENAY SUR LOING	A6	-	POUILLY-EN-AUXOIS	17,8	26,9	41,2	56,7	9,8
A19	5	FONTENAY SUR LOING	A4	-	REIMS - TAISSY	25,6	37,9	60,8	80,3	14,3
A19	5	FONTENAY SUR LOING	A4	22	REIMS - TINQUEUX	27,2	40,3	63,1	84,9	15,2
A19	5	FONTENAY SUR LOING	A40	3	REPLONGES	27,5	42,4	65,6	89,6	16,1
A19	5	FONTENAY SUR LOING	A71	13	RIOM	39,4	62,2	100,5	129,6	22,5
A19	5	FONTENAY SUR LOING	A31	8.1	ROBECOURT	22,6	34,2	52,7	72,4	12,9
A19	5	FONTENAY SUR LOING	A85	14	ROMORANTIN	23,7	37,6	61	77,8	12,8
A19	5	FONTENAY SUR LOING	A85	12	SAINT AIGNAN SUR CHER	26,5	42	67,8	87,6	14,3
A19	5	FONTENAY SUR LOING	A71	8	SAINT AMAND	29,2	46,3	75,6	95,9	16,4
A19	5	FONTENAY SUR LOING	A19	1	SAINT DENIS-LES-SENS	7,1	10,2	15	19,2	3,5
A19	5	FONTENAY SUR LOING	A4	28	SAINT ETIENNE AU TEMPLE	22,3	33,7	54,2	72,8	13
A19	5	FONTENAY SUR LOING	A40	4	SAINT GENIS	31,6	48,2	73,1	99,4	18,2
A19	5	FONTENAY SUR LOING	A5	15	SAINT GERMAIN-LAXIS	12	17,6	26,6	36	6,6
A19	5	FONTENAY SUR LOING	A26	17	SAINT GIBRIEN	21,2	31,9	50,8	68	12,1
A19	5	FONTENAY SUR LOING	A19	4	SAINT HILAIRE LES ANDRESIS	2,3	3,4	6,2	7,4	1,2
A19	5	FONTENAY SUR LOING	A40	8	SAINT MARTIN-DU-FRESNE	35,2	54,2	83,3	114,3	20,8
A19	5	FONTENAY SUR LOING	A36	-	SAINT MAURICE	36,7	56,1	88,5	121,5	21,6
A19	5	FONTENAY SUR LOING	A5	21	SAINT THIBAULT	12,5	18,3	28,6	38,8	7
A19	5	FONTENAY SUR LOING	A4	29	SAINTE MENEHOULD	24,3	37,1	59,4	79,5	14,5
A19	5	FONTENAY SUR LOING	A71	4	SALBRIS	19,8	31,5	52	66,3	10,8
A19	5	FONTENAY SUR LOING	A19	3	SAVIGNY SUR CLAIRIS	2,9	4,3	7,1	8,9	1,4
A19	5	FONTENAY SUR LOING	A85	13	SELLES SUR CHER	25,6	40,4	65,2	83,7	13,8
A19	5	FONTENAY SUR LOING	A36	1	SEURRE	23,2	35,2	54	73,9	13,2
A19	5	FONTENAY SUR LOING	A39	5	SOIRANS	24,7	37,9	58,7	78,6	14,4
A19	5	FONTENAY SUR LOING	A26	20	SOMMESOUS	18,5	27,9	44	59	10,4
A19	5	FONTENAY SUR LOING	A89	-	ST GERMAIN LES VERGNES	55,8	87,8	137,6	182,8	32,5
A19	5	FONTENAY SUR LOING	A89	25	ST JULIEN / SANCY	43,8	69,3	110,5	143,5	25,4
A19	5	FONTENAY SUR LOING	A40	9	SYLANS	35,8	55,1	84,9	116,2	21,1
A19	5	FONTENAY SUR LOING	A26	23	THENNELIERES	13,6	20,1	30	40,6	7,6
A19	5	FONTENAY SUR LOING	A31	5	TIL CHATEL	22,5	33,2	52,5	72,1	12,7
A19	5	FONTENAY SUR LOING	A5	20	TORVILLIERS	12	17,6	26,9	36,3	6,6
A19	5	FONTENAY SUR LOING	A6	27	TOURNUS	24,9	37,8	58,2	78,9	14,3
A19	5	FONTENAY SUR LOING	A10	-	TOURS CENTRE (MONNAIE)	26,4	40,2	65,1	83,3	14,7
A19	5	FONTENAY SUR LOING	A89	21	TULLE EST	53,1	83,6	130,5	171,2	30,7
A19	5	FONTENAY SUR LOING	A89	20	TULLE NORD	53,7	84,6	131,3	175,6	31,1
A19	5	FONTENAY SUR LOING	A6	14	URY	9	12,7	19,3	24,9	4,5
A19	5	FONTENAY SUR LOING	A89	24	USSEL EST	46,4	73,6	116,3	152	26,7
A19	5	FONTENAY SUR LOING	A89	23	USSEL OUEST	48,5	76,3	120,5	158,1	27,8
A19	5	FONTENAY SUR LOING	A406	-	VAL DE SAONE	33,8	50,3	79,4	108,3	19,3
A19	5	FONTENAY SUR LOING	A26	21	VALLEE DE L'AUBE	16,6	24,8	38,7	52,2	9,2
A19	5	FONTENAY SUR LOING	A26	19	VATRY	19	28,4	44,1	60,3	10,5
A19	5	FONTENAY SUR LOING	A85	-	VEIGNE	32,2	51,2	83,7	104,7	17,7
A19	5	FONTENAY SUR LOING	A4	31	VERDUN	30,1	45,8	71,9	95,6	17,7
A19	5	FONTENAY SUR LOING	A71	6	VIERZON EST	22,6	35,2	59,4	74,4	12,5
A19	5	FONTENAY SUR LOING	A71	5	VIERZON NORD	21,8	34,5	58,5	73,7	11,9
A19	5	FONTENAY SUR LOING	A5	23	VILLE SOUS LA FERTE	16,2	24,1	37,8	51,3	8,9
A19	5	FONTENAY SUR LOING	A6	31.1	VILLEFRANCHE NORD	30,6	45,9	72,5	98,6	17,9
A19	5	FONTENAY SUR LOING	A6	-	VILLEFRANCHE-LIMAS	34,1	51,7	79,8	109	19,5
A19	5	FONTENAY SUR LOING	A6	31.2	VILLEFRANCHE-VILLE	31,1	47,4	73,2	99,6	18,1
A19	5	FONTENAY SUR LOING	A19	2	VILLENEUVE-DONDAGRE	6	8,4	12,4	16,1	2,9
A19	5	FONTENAY SUR LOING	A40	6	VIRIAT	30	45,6	70,3	96,5	17,9
A19	5	FONTENAY SUR LOING	A40	-	VIRY	44,7	69,8	108,1	147,3	26,6
A19	5	FONTENAY SUR LOING	A4	30	VOIE SACREE	27,8	42,3	64,7	87,3	16,3
A19	5	FONTENAY SUR LOING	A5	19	VULAINES	10	13,9	21	28,2	4,9
A19	5	FONTENAY SUR LOING	A89	26	VULCANIA-BROMONT	41,7	65,6	105,3	136,9	23,9
A19	-	GONDREVILLE LA FRANCHE NORD	A10	11	ALLAINVILLE	15,1	23,2	41,7	50,2	8
A19	-	GONDREVILLE LA FRANCHE NORD	A42	8	AMBERIEU EN BUGEY	34,6	53,2	82,6	111,2	20,1
A19	-	GONDREVILLE LA FRANCHE NORD	A39	7.1	ARLAY	29,6	45,8	72,6	96,6	16,9
A19	-	GONDREVILLE LA FRANCHE NORD	A10	13	ARTENAY	11,6	17,1	30,7	39,1	5,9
A19	-	GONDREVILLE LA FRANCHE NORD	A6	19	AUXERRE NORD	10,3	15,3	23,5	29,6	5,1
A19	-	GONDREVILLE LA FRANCHE NORD	A6	20	AUXERRE SUD	10,3	15,3	23,5	29,6	5,1
A19	-	GONDREVILLE LA FRANCHE NORD	A19	6	AUXY	1,8	2,6	4,7	5,9	0,9
A19	-	GONDREVILLE LA FRANCHE NORD	A6	22	AVALLON	13,8	21	33,1	43,2	7,8
A19	-	GONDREVILLE LA FRANCHE NORD	A42	6	BALAN	35,5	54,8	85	114,2	20,7
A19	-	GONDREVILLE LA FRANCHE NORD	A4	-	BARRIERE DE MONTREUIL AUX LIONS	35,7	53	83	108,9	20,2
A19	-	GONDREVILLE LA FRANCHE NORD	A36	5	BAUME-LES-DAMES	32,4	50,1	78,2	105,5	18,9
A19	-	GONDREVILLE LA FRANCHE NORD	A4	-	BEAUMONT	35,9	54,3	85,5	111,7	20,6
A19	-	GONDREVILLE LA FRANCHE NORD	A6	24	BEAUNE NORD	21,3	32,9	51,2	67,3	12,1
A19	-	GONDREVILLE LA FRANCHE NORD	A6	24.1	BEAUNE SUD	22,4	34,3	53,4	70,9	12,7
A19	-	GONDREVILLE LA FRANCHE NORD	A39	10	BEAUPONT	32,6	50,4	79,6	106,7	19
A19	-	GONDREVILLE LA FRANCHE NORD	A39	8	BEAUREPAIRE	30,7	47,4	74,5	100,6	17,6
A19	-	GONDREVILLE LA FRANCHE NORD	A40	10	BELLEGARDE	40,8	63,3	98,6	133,3	23,9
A19	-	GONDREVILLE LA FRANCHE NORD	A6	30	BELLEVILLE SUR SAONE	30,8	47,3	73,2	98,4	17,6
A19	-	GONDREVILLE LA FRANCHE NORD	A391	-	BERSAILLIN	29,4	44,7	71,3	95,2	16,8
A19	-	GONDREVILLE LA FRANCHE NORD	A36	4.1	BESANCON EST	29,8	46,8	73,4	99,1	17,4
A19	-	GONDREVILLE LA FRANCHE NORD	A36	4	BESANCON NORD	29,8	45,8	72	96,5	17
A19	-	GONDREVILLE LA FRANCHE NORD	A36	3	BESANCON OUEST	29,8	45,4	71,5	95,5	16,9
A19	-	GONDREVILLE LA FRANCHE NORD	A42	-	BEYNOST	37,7	58,4	90,4	122,1	22,2
A19	-	GONDREVILLE LA FRANCHE NORD	A6	23	BIERRE-LES-SEMUR	15,6	23,4	37,1	48,7	8,6
A19	-	GONDREVILLE LA FRANCHE NORD	A85	11	BLERE	28,4	43,4	72,3	91,1	15,5
A19	-	GONDREVILLE LA FRANCHE NORD	A10	17	BLOIS	18,3	27,7	47,5	60,5	9,9
A19	-	GONDREVILLE LA FRANCHE NORD	A40	5	BOURG NORD	31	47,7	73,4	99,1	18
A19	-	GONDREVILLE LA FRANCHE NORD	A40	7	BOURG SUD	32,1	49,8	77,1	103,6	19
A19	-	GONDREVILLE LA FRANCHE NORD	A71	7	BOURGES	24,7	38,2	64,2	81,5	13,8
A19	-	GONDREVILLE LA FRANCHE NORD	A31	9	BULGNEVILLE	25,2	38,3	59,4	80,2	14,1
A19	-	GONDREVILLE LA FRANCHE NORD	A6	25	CHALON NORD	24,6	37,7	57,8	77,3	13,9
A19	-	GONDREVILLE LA FRANCHE NORD	A6	26	CHALON SUD	24,6	37,7	57,8	77,6	13,9
A19	-	GONDREVILLE LA FRANCHE NORD	A4	27	CHALONS - LA VEUVE	23,4	35,7	57,6	73,7	13,2
A19	-	GONDREVILLE LA FRANCHE NORD	A26	22	CHARMONT	16,6	25,2	39,6	52,1	9,1
A19	-	GONDREVILLE LA FRANCHE NORD	A10	18	CHATEAU-RENAULT	21,2	32	53,2	69	11,9
A19	-	GONDREVILLE LA FRANCHE NORD	A4	20	CHATEAU-THIERRY	31,4	47,1	74	98,4	17,8
A19	-	GONDREVILLE LA FRANCHE NORD	A31	10	CHATENOIS	25,5	39	60,8	81,9	14,6
A19	-	GONDREVILLE LA FRANCHE NORD	A5	16	CHATILLON-LABORDE	13,1	19,8	30,3	39,5	7,2
A19	-	GONDREVILLE LA FRANCHE NORD	A5	24	CHAUMONT-SEMOUTIERS	18,8	28,6	45	59,9	10,4
A19	-	GONDREVILLE LA FRANCHE NORD	A39	6	CHOISEY	26,6	40,8	63,8	85,4	15,1
A19	-	GONDREVILLE LA FRANCHE NORD	A71	-	CLERMONT	41,5	63,7	105	137,8	23,5
A19	-	GONDREVILLE LA FRANCHE NORD	A4	29.1	CLERMONT EN ARGONNE	27,1	41,5	65,1	85,5	15,9
A19	-	GONDREVILLE LA FRANCHE NORD	A31	11	COLOMBEY-LES-BELLES	28	42,5	66,5	90,4	15,7
A19	-	GONDREVILLE LA FRANCHE NORD	A71	12.1	COMBRONDE	37,2	56,7	94,5	123,1	21,1
A19	-	GONDREVILLE LA FRANCHE NORD	A6	17	COURTENAY	6,2	9,1	14	16,5	2,9
A19	-	GONDREVILLE LA FRANCHE NORD	A39	-	CRIMOLOIS	25,4	38,7	61,2	81	14,6
A19	-	GONDREVILLE LA FRANCHE NORD	A311	-	DIJON SUD	24,8	38,1	59	78,7	14
A19	-	GONDREVILLE LA FRANCHE NORD	A31	4	DIJON-ARC SUR TILLE	26,2	40,3	62,4	83,3	14,9
A19	-	GONDREVILLE LA FRANCHE NORD	A36	2	DOLE	26,6	40,8	63,8	85,4	15,1
A19	-	GONDREVILLE LA FRANCHE NORD	A4	21	DORMANS	29,1	43,7	69	90,8	16,5
A19	-	GONDREVILLE LA FRANCHE NORD	A89	22	EGLETONS	49,9	76,9	121,8	162,7	28,9
A19	-	GONDREVILLE LA FRANCHE NORD	A40	11	ELOISE / ANNECY	42	65,4	101,6	137,6	24,8
A19	-	GONDREVILLE LA FRANCHE NORD	A4	23	EPERNAY	26,5	39,7	63,5	82,8	14,8
A19	-	GONDREVILLE LA FRANCHE NORD	A19	7	ESCRENNES	4,5	7,3	13,3	17,6	2,2
A19	-	GONDREVILLE LA FRANCHE NORD	A85	10	ESVRES	29,7	45,5	75,7	95,9	16,3
A19	-	GONDREVILLE LA FRANCHE NORD	A40	2	FEILLENS	28,6	44,6	69,3	93,1	16,7
A19	-	GONDREVILLE LA FRANCHE NORD	A6	-	FLEURY-EN-BIERE	11,6	17,7	27	34,2	6,1
A19	-	GONDREVILLE LA FRANCHE NORD	A6	15	FONTAINEBLEAU	9,4	13,9	21,7	26,5	4,6
A19	-	GONDREVILLE LA FRANCHE NORD	A19	5	FONTENAY SUR LOING	0,9	1,2	2,2	2,9	0,4
A19	-	GONDREVILLE LA FRANCHE NORD	A71	9	FORET DE TRONCAIS	30,2	46,9	77,8	100,2	17,3
A19	-	GONDREVILLE LA FRANCHE NORD	A5	17	FORGES	10,9	16,1	24,7	31,8	5,4
A19	-	GONDREVILLE LA FRANCHE NORD	A4	32	FRESNES EN WOEVRE	31,2	48	75,6	99,1	18,3
A19	-	GONDREVILLE LA FRANCHE NORD	A719	-	GANNAT	37	56,6	93,6	122,5	21
A19	-	GONDREVILLE LA FRANCHE NORD	A36	2.1	GENDREY	27,6	42,5	66,9	90,1	16
A19	-	GONDREVILLE LA FRANCHE NORD	A71	14	GERZAT	38,4	59,4	97,2	126,2	22,1
A19	-	GONDREVILLE LA FRANCHE NORD	A404	-	GROISSIAT	38,1	58,9	92,2	124,4	22,4
A19	-	GONDREVILLE LA FRANCHE NORD	A31	-	GYE	30	45,3	70,4	95,1	16,8
A19	-	GONDREVILLE LA FRANCHE NORD	A10	12	JANVILLE (ALLAINES)	12,6	18,8	32,8	41,9	6,7
A19	-	GONDREVILLE LA FRANCHE NORD	A4	33	JARNY	32,7	50,7	78	101,1	19,3
A19	-	GONDREVILLE LA FRANCHE NORD	A6	18	JOIGNY	7,6	11,2	17,1	20,8	3,7
A19	-	GONDREVILLE LA FRANCHE NORD	A36	6	L'ISLE-SUR-LE-DOUBS	33,7	52	81,2	109,5	19,5
A19	-	GONDREVILLE LA FRANCHE NORD	A432	-	LA BOISSE	39	60,4	94	126,9	23
A19	-	GONDREVILLE LA FRANCHE NORD	A42	5.1	LA BOISSE - MONTLUEL	37	56,7	86,1	115,7	21,6
A19	-	GONDREVILLE LA FRANCHE NORD	A432	-	LA COTIERE	37,6	57,7	89,8	119,6	22,1
A19	-	GONDREVILLE LA FRANCHE NORD	A404	9	LA CROIX-CHALON	36,5	56,5	88,5	119,4	21,4
A19	-	GONDREVILLE LA FRANCHE NORD	A71	3	LAMOTTE BEUVRON	17,1	25,6	44,1	56,7	9,4
A19	-	GONDREVILLE LA FRANCHE NORD	A31	7	LANGRES NORD	20,8	31,1	47,7	64,3	11,5
A19	-	GONDREVILLE LA FRANCHE NORD	A31	6	LANGRES SUD	21,4	32,4	50	66,7	12,1
A19	-	GONDREVILLE LA FRANCHE NORD	A39	9	LE MIROIR	31,7	48,7	76,7	102,7	18,4
A19	-	GONDREVILLE LA FRANCHE NORD	A5	-	LES EPRUNES	14,1	21,7	33,8	44,5	8
A19	-	GONDREVILLE LA FRANCHE NORD	A6	28	MACON NORD	28,5	43,9	67,5	90,6	16,3
A19	-	GONDREVILLE LA FRANCHE NORD	A6	29	MACON SUD	29,3	45,2	69,7	93,4	16,8
A19	-	GONDREVILLE LA FRANCHE NORD	A5	22	MAGNANT	15,9	24	37	49,3	8,6
A19	-	GONDREVILLE LA FRANCHE NORD	A89	27	MANZAT	38,5	59,7	96,9	126,6	22,1
A19	-	GONDREVILLE LA FRANCHE NORD	A5	18	MAROLLES-SUR-SEINE	10,9	16,1	24,7	31,8	5,4
A19	-	GONDREVILLE LA FRANCHE NORD	A10	16	MER	17	24,7	42,3	54,2	9,2
A19	-	GONDREVILLE LA FRANCHE NORD	A10	15	MEUNG	14,9	22	37,1	48,1	7,9
A19	-	GONDREVILLE LA FRANCHE NORD	A26	18	MONT CHOISY	21,5	33	52,9	69,1	12,3
